Date,Time,slev_m
15/03/2019,21:00,3.544
15/03/2019,22:00,3.441
15/03/2019,23:00,3.2
16/03/2019,0:00,2.905
16/03/2019,1:00,2.646
16/03/2019,2:00,2.508
16/03/2019,3:00,2.56
16/03/2019,4:00,2.811
16/03/2019,5:00,3.203
16/03/2019,6:00,3.633
16/03/2019,7:00,3.995
16/03/2019,8:00,4.196
16/03/2019,9:00,4.161
16/03/2019,10:00,3.861
16/03/2019,11:00,3.334
16/03/2019,12:00,2.682
16/03/2019,13:00,2.036
16/03/2019,14:00,1.524
16/03/2019,15:00,1.249
16/03/2019,16:00,1.265
16/03/2019,17:00,1.563
16/03/2019,18:00,2.069
16/03/2019,19:00,2.671
16/03/2019,20:00,3.238
16/03/2019,21:00,3.641
16/03/2019,22:00,3.796
16/03/2019,23:00,3.69
17/03/2019,0:00,3.38
17/03/2019,1:00,2.97
17/03/2019,2:00,2.58
17/03/2019,3:00,2.333
17/03/2019,4:00,2.324
17/03/2019,5:00,2.575
17/03/2019,6:00,3.025
17/03/2019,7:00,3.557
17/03/2019,8:00,4.04
17/03/2019,9:00,4.348
17/03/2019,10:00,4.373
17/03/2019,11:00,4.071
17/03/2019,12:00,3.483
17/03/2019,13:00,2.73
17/03/2019,14:00,1.97
17/03/2019,15:00,1.357
17/03/2019,16:00,1.025
17/03/2019,17:00,1.046
17/03/2019,18:00,1.415
17/03/2019,19:00,2.045
17/03/2019,20:00,2.79
17/03/2019,21:00,3.479
17/03/2019,22:00,3.948
17/03/2019,23:00,4.093
18/03/2019,0:00,3.902
18/03/2019,1:00,3.455
18/03/2019,2:00,2.887
18/03/2019,3:00,2.357
18/03/2019,4:00,2.025
18/03/2019,5:00,2.004
18/03/2019,6:00,2.315
18/03/2019,7:00,2.876
18/03/2019,8:00,3.545
18/03/2019,9:00,4.159
18/03/2019,10:00,4.552
18/03/2019,11:00,4.595
18/03/2019,12:00,4.24
18/03/2019,13:00,3.55
18/03/2019,14:00,2.676
18/03/2019,15:00,1.808
18/03/2019,16:00,1.132
18/03/2019,17:00,0.803
18/03/2019,18:00,0.9
18/03/2019,19:00,1.402
18/03/2019,20:00,2.19
18/03/2019,21:00,3.074
18/03/2019,22:00,3.842
18/03/2019,23:00,4.306
19/03/2019,0:00,4.36
19/03/2019,1:00,4.017
19/03/2019,2:00,3.392
19/03/2019,3:00,2.658
19/03/2019,4:00,2.015
19/03/2019,5:00,1.649
19/03/2019,6:00,1.673
19/03/2019,7:00,2.091
19/03/2019,8:00,2.791
19/03/2019,9:00,3.6
19/03/2019,10:00,4.316
19/03/2019,11:00,4.747
19/03/2019,12:00,4.752
19/03/2019,13:00,4.302
19/03/2019,14:00,3.493
19/03/2019,15:00,2.512
19/03/2019,16:00,1.581
19/03/2019,17:00,0.909
19/03/2019,18:00,0.658
19/03/2019,19:00,0.895
19/03/2019,20:00,1.567
19/03/2019,21:00,2.507
19/03/2019,22:00,3.484
19/03/2019,23:00,4.256
20/03/2019,0:00,4.631
20/03/2019,1:00,4.527
20/03/2019,2:00,3.995
20/03/2019,3:00,3.188
20/03/2019,4:00,2.322
20/03/2019,5:00,1.622
20/03/2019,6:00,1.282
20/03/2019,7:00,1.4
20/03/2019,8:00,1.95
20/03/2019,9:00,2.786
20/03/2019,10:00,3.7
20/03/2019,11:00,4.463
20/03/2019,12:00,4.869
20/03/2019,13:00,4.787
20/03/2019,14:00,4.221
20/03/2019,15:00,3.309
20/03/2019,16:00,2.271
20/03/2019,17:00,1.349
20/03/2019,18:00,0.761
20/03/2019,19:00,0.655
20/03/2019,20:00,1.07
20/03/2019,21:00,1.905
20/03/2019,22:00,2.949
20/03/2019,23:00,3.941
21/03/2019,0:00,4.63
21/03/2019,1:00,4.846
21/03/2019,2:00,4.546
21/03/2019,3:00,3.826
21/03/2019,4:00,2.879
21/03/2019,5:00,1.943
21/03/2019,6:00,1.255
21/03/2019,7:00,0.996
21/03/2019,8:00,1.238
21/03/2019,9:00,1.914
21/03/2019,10:00,2.848
21/03/2019,11:00,3.807
21/03/2019,12:00,4.548
21/03/2019,13:00,4.871
21/03/2019,14:00,4.675
21/03/2019,15:00,4.005
21/03/2019,16:00,3.038
21/03/2019,17:00,2.017
21/03/2019,18:00,1.186
21/03/2019,19:00,0.749
21/03/2019,20:00,0.828
21/03/2019,21:00,1.415
21/03/2019,22:00,2.363
21/03/2019,23:00,3.43
22/03/2019,0:00,4.344
22/03/2019,1:00,4.876
22/03/2019,2:00,4.894
22/03/2019,3:00,4.404
22/03/2019,4:00,3.54
22/03/2019,5:00,2.521
22/03/2019,6:00,1.593
22/03/2019,7:00,0.982
22/03/2019,8:00,0.842
22/03/2019,9:00,1.208
22/03/2019,10:00,1.978
22/03/2019,11:00,2.949
22/03/2019,12:00,3.88
22/03/2019,13:00,4.535
22/03/2019,14:00,4.738
22/03/2019,15:00,4.429
22/03/2019,16:00,3.699
22/03/2019,17:00,2.749
22/03/2019,18:00,1.823
22/03/2019,19:00,1.149
22/03/2019,20:00,0.902
22/03/2019,21:00,1.161
22/03/2019,22:00,1.872
22/03/2019,23:00,2.853
23/03/2019,0:00,3.85
23/03/2019,1:00,4.609
23/03/2019,2:00,4.941
23/03/2019,3:00,4.764
23/03/2019,4:00,4.128
23/03/2019,5:00,3.194
23/03/2019,6:00,2.186
23/03/2019,7:00,1.337
23/03/2019,8:00,0.849
23/03/2019,9:00,0.839
23/03/2019,10:00,1.302
23/03/2019,11:00,2.108
23/03/2019,12:00,3.047
23/03/2019,13:00,3.885
23/03/2019,14:00,4.411
23/03/2019,15:00,4.487
23/03/2019,16:00,4.101
23/03/2019,17:00,3.374
23/03/2019,18:00,2.515
23/03/2019,19:00,1.747
23/03/2019,20:00,1.266
23/03/2019,21:00,1.205
23/03/2019,22:00,1.597
23/03/2019,23:00,2.354
24/03/2019,0:00,3.278
24/03/2019,1:00,4.127
24/03/2019,2:00,4.689
24/03/2019,3:00,4.822
24/03/2019,4:00,4.493
24/03/2019,5:00,3.782
24/03/2019,6:00,2.859
24/03/2019,7:00,1.936
24/03/2019,8:00,1.217
24/03/2019,9:00,0.868
24/03/2019,10:00,0.967
24/03/2019,11:00,1.477
24/03/2019,12:00,2.256
24/03/2019,13:00,3.1
24/03/2019,14:00,3.801
24/03/2019,15:00,4.188
24/03/2019,16:00,4.166
24/03/2019,17:00,3.759
24/03/2019,18:00,3.103
24/03/2019,19:00,2.393
24/03/2019,20:00,1.814
24/03/2019,21:00,1.519
24/03/2019,22:00,1.598
24/03/2019,23:00,2.052
25/03/2019,0:00,2.771
25/03/2019,1:00,3.563
25/03/2019,2:00,4.224
25/03/2019,3:00,4.588
25/03/2019,4:00,4.564
25/03/2019,5:00,4.153
25/03/2019,6:00,3.446
25/03/2019,7:00,2.605
25/03/2019,8:00,1.812
25/03/2019,9:00,1.239
25/03/2019,10:00,1.012
25/03/2019,11:00,1.175
25/03/2019,12:00,1.674
25/03/2019,13:00,2.367
25/03/2019,14:00,3.077
25/03/2019,15:00,3.633
25/03/2019,16:00,3.905
25/03/2019,17:00,3.836
25/03/2019,18:00,3.472
25/03/2019,19:00,2.942
25/03/2019,20:00,2.405
25/03/2019,21:00,2.005
25/03/2019,22:00,1.851
25/03/2019,23:00,2.002
26/03/2019,0:00,2.44
26/03/2019,1:00,3.054
26/03/2019,2:00,3.679
26/03/2019,3:00,4.153
26/03/2019,4:00,4.362
26/03/2019,5:00,4.248
26/03/2019,6:00,3.828
26/03/2019,7:00,3.19
26/03/2019,8:00,2.471
26/03/2019,9:00,1.821
26/03/2019,10:00,1.375
26/03/2019,11:00,1.226
26/03/2019,12:00,1.398
26/03/2019,13:00,1.831
26/03/2019,14:00,2.405
26/03/2019,15:00,2.975
26/03/2019,16:00,3.412
26/03/2019,17:00,3.62
26/03/2019,18:00,3.565
26/03/2019,19:00,3.293
26/03/2019,20:00,2.911
26/03/2019,21:00,2.535
26/03/2019,22:00,2.266
26/03/2019,23:00,2.184
27/03/2019,0:00,2.336
27/03/2019,1:00,2.698
27/03/2019,2:00,3.176
27/03/2019,3:00,3.639
27/03/2019,4:00,3.971
27/03/2019,5:00,4.091
27/03/2019,6:00,3.959
27/03/2019,7:00,3.591
27/03/2019,8:00,3.056
27/03/2019,9:00,2.463
27/03/2019,10:00,1.931
27/03/2019,11:00,1.566
27/03/2019,12:00,1.44
27/03/2019,13:00,1.57
27/03/2019,14:00,1.909
27/03/2019,15:00,2.361
27/03/2019,16:00,2.821
27/03/2019,17:00,3.192
27/03/2019,18:00,3.396
27/03/2019,19:00,3.404
27/03/2019,20:00,3.246
27/03/2019,21:00,2.994
27/03/2019,22:00,2.729
27/03/2019,23:00,2.522
28/03/2019,0:00,2.444
28/03/2019,1:00,2.54
28/03/2019,2:00,2.8
28/03/2019,3:00,3.151
28/03/2019,4:00,3.498
28/03/2019,5:00,3.754
28/03/2019,6:00,3.856
28/03/2019,7:00,3.763
28/03/2019,8:00,3.476
28/03/2019,9:00,3.042
28/03/2019,10:00,2.546
28/03/2019,11:00,2.083
28/03/2019,12:00,1.743
28/03/2019,13:00,1.592
28/03/2019,14:00,1.654
28/03/2019,15:00,1.899
28/03/2019,16:00,2.265
28/03/2019,17:00,2.671
28/03/2019,18:00,3.037
28/03/2019,19:00,3.286
28/03/2019,20:00,3.377
28/03/2019,21:00,3.315
28/03/2019,22:00,3.144
28/03/2019,23:00,2.918
29/03/2019,0:00,2.702
29/03/2019,1:00,2.573
29/03/2019,2:00,2.591
29/03/2019,3:00,2.761
29/03/2019,4:00,3.031
29/03/2019,5:00,3.326
29/03/2019,6:00,3.577
29/03/2019,7:00,3.715
29/03/2019,8:00,3.688
29/03/2019,9:00,3.475
29/03/2019,10:00,3.109
29/03/2019,11:00,2.658
29/03/2019,12:00,2.208
29/03/2019,13:00,1.846
29/03/2019,14:00,1.645
29/03/2019,15:00,1.644
29/03/2019,16:00,1.834
29/03/2019,17:00,2.172
29/03/2019,18:00,2.59
29/03/2019,19:00,3.002
29/03/2019,20:00,3.316
29/03/2019,21:00,3.473
29/03/2019,22:00,3.456
29/03/2019,23:00,3.292
30/03/2019,0:00,3.032
30/03/2019,1:00,2.753
30/03/2019,2:00,2.553
30/03/2019,3:00,2.507
30/03/2019,4:00,2.629
30/03/2019,5:00,2.881
30/03/2019,6:00,3.193
30/03/2019,7:00,3.491
30/03/2019,8:00,3.692
30/03/2019,9:00,3.722
30/03/2019,10:00,3.546
30/03/2019,11:00,3.193
30/03/2019,12:00,2.729
30/03/2019,13:00,2.246
30/03/2019,14:00,1.84
30/03/2019,15:00,1.599
30/03/2019,16:00,1.575
30/03/2019,17:00,1.773
30/03/2019,18:00,2.151
30/03/2019,19:00,2.633
30/03/2019,20:00,3.112
30/03/2019,21:00,3.475
30/03/2019,22:00,3.645
30/03/2019,23:00,3.6
31/03/2019,0:00,3.369
31/03/2019,1:00,3.02
31/03/2019,2:00,2.658
31/03/2019,3:00,2.4
31/03/2019,4:00,2.332
31/03/2019,5:00,2.47
31/03/2019,6:00,2.768
31/03/2019,7:00,3.15
31/03/2019,8:00,3.521
31/03/2019,9:00,3.774
31/03/2019,10:00,3.82
31/03/2019,11:00,3.626
31/03/2019,12:00,3.226
31/03/2019,13:00,2.706
31/03/2019,14:00,2.169
31/03/2019,15:00,1.729
31/03/2019,16:00,1.489
31/03/2019,17:00,1.506
31/03/2019,18:00,1.781
31/03/2019,19:00,2.255
31/03/2019,20:00,2.824
31/03/2019,21:00,3.354
31/03/2019,22:00,3.714
31/03/2019,23:00,3.824
01/04/2019,0:00,3.676
01/04/2019,1:00,3.322
01/04/2019,2:00,2.862
01/04/2019,3:00,2.429
01/04/2019,4:00,2.158
01/04/2019,5:00,2.131
01/04/2019,6:00,2.348
01/04/2019,7:00,2.744
01/04/2019,8:00,3.219
01/04/2019,9:00,3.653
01/04/2019,10:00,3.919
01/04/2019,11:00,3.924
01/04/2019,12:00,3.65
01/04/2019,13:00,3.16
01/04/2019,14:00,2.561
01/04/2019,15:00,1.981
01/04/2019,16:00,1.55
01/04/2019,17:00,1.375
01/04/2019,18:00,1.504
01/04/2019,19:00,1.912
01/04/2019,20:00,2.507
01/04/2019,21:00,3.148
01/04/2019,22:00,3.677
01/04/2019,23:00,3.96
02/04/2019,0:00,3.936
02/04/2019,1:00,3.628
02/04/2019,2:00,3.128
02/04/2019,3:00,2.571
02/04/2019,4:00,2.113
02/04/2019,5:00,1.89
02/04/2019,6:00,1.966
02/04/2019,7:00,2.311
02/04/2019,8:00,2.83
02/04/2019,9:00,3.392
02/04/2019,10:00,3.851
02/04/2019,11:00,4.071
02/04/2019,12:00,3.974
02/04/2019,13:00,3.575
02/04/2019,14:00,2.974
02/04/2019,15:00,2.309
02/04/2019,16:00,1.728
02/04/2019,17:00,1.369
02/04/2019,18:00,1.328
02/04/2019,19:00,1.624
02/04/2019,20:00,2.191
02/04/2019,21:00,2.891
02/04/2019,22:00,3.552
02/04/2019,23:00,4.006
03/04/2019,0:00,4.137
03/04/2019,1:00,3.923
03/04/2019,2:00,3.432
03/04/2019,3:00,2.799
03/04/2019,4:00,2.188
03/04/2019,5:00,1.766
03/04/2019,6:00,1.655
03/04/2019,7:00,1.883
03/04/2019,8:00,2.382
03/04/2019,9:00,3.017
03/04/2019,10:00,3.63
03/04/2019,11:00,4.059
03/04/2019,12:00,4.173
03/04/2019,13:00,3.927
03/04/2019,14:00,3.385
03/04/2019,15:00,2.685
03/04/2019,16:00,1.996
03/04/2019,17:00,1.476
03/04/2019,18:00,1.256
03/04/2019,19:00,1.403
03/04/2019,20:00,1.891
03/04/2019,21:00,2.6
03/04/2019,22:00,3.353
03/04/2019,23:00,3.961
04/04/2019,0:00,4.264
04/04/2019,1:00,4.188
04/04/2019,2:00,3.759
04/04/2019,3:00,3.098
04/04/2019,4:00,2.374
04/04/2019,5:00,1.772
04/04/2019,6:00,1.45
04/04/2019,7:00,1.5
04/04/2019,8:00,1.904
04/04/2019,9:00,2.549
04/04/2019,10:00,3.268
04/04/2019,11:00,3.879
04/04/2019,12:00,4.217
04/04/2019,13:00,4.179
04/04/2019,14:00,3.767
04/04/2019,15:00,3.097
04/04/2019,16:00,2.344
04/04/2019,17:00,1.693
04/04/2019,18:00,1.299
04/04/2019,19:00,1.27
04/04/2019,20:00,1.627
04/04/2019,21:00,2.29
04/04/2019,22:00,3.089
04/04/2019,23:00,3.82
05/04/2019,0:00,4.296
05/04/2019,1:00,4.393
05/04/2019,2:00,4.085
05/04/2019,3:00,3.456
05/04/2019,4:00,2.669
05/04/2019,5:00,1.917
05/04/2019,6:00,1.387
05/04/2019,7:00,1.214
05/04/2019,8:00,1.447
05/04/2019,9:00,2.02
05/04/2019,10:00,2.777
05/04/2019,11:00,3.526
05/04/2019,12:00,4.077
05/04/2019,13:00,4.28
05/04/2019,14:00,4.072
05/04/2019,15:00,3.51
05/04/2019,16:00,2.759
05/04/2019,17:00,2.018
05/04/2019,18:00,1.472
05/04/2019,19:00,1.255
05/04/2019,20:00,1.437
05/04/2019,21:00,1.987
05/04/2019,22:00,2.77
05/04/2019,23:00,3.582
06/04/2019,0:00,4.212
06/04/2019,1:00,4.499
06/04/2019,2:00,4.365
06/04/2019,3:00,3.84
06/04/2019,4:00,3.057
06/04/2019,5:00,2.208
06/04/2019,6:00,1.495
06/04/2019,7:00,1.086
06/04/2019,8:00,1.086
06/04/2019,9:00,1.494
06/04/2019,10:00,2.2
06/04/2019,11:00,3.015
06/04/2019,12:00,3.735
06/04/2019,13:00,4.177
06/04/2019,14:00,4.224
06/04/2019,15:00,3.861
06/04/2019,16:00,3.2
06/04/2019,17:00,2.437
06/04/2019,18:00,1.777
06/04/2019,19:00,1.386
06/04/2019,20:00,1.368
06/04/2019,21:00,1.743
06/04/2019,22:00,2.431
06/04/2019,23:00,3.256
07/04/2019,0:00,3.999
07/04/2019,1:00,4.468
07/04/2019,2:00,4.541
07/04/2019,3:00,4.19
07/04/2019,4:00,3.497
07/04/2019,5:00,2.628
07/04/2019,6:00,1.787
07/04/2019,7:00,1.165
07/04/2019,8:00,0.905
07/04/2019,9:00,1.07
07/04/2019,10:00,1.617
07/04/2019,11:00,2.398
07/04/2019,12:00,3.209
07/04/2019,13:00,3.848
07/04/2019,14:00,4.157
07/04/2019,15:00,4.059
07/04/2019,16:00,3.589
07/04/2019,17:00,2.899
07/04/2019,18:00,2.195
07/04/2019,19:00,1.669
07/04/2019,20:00,1.456
07/04/2019,21:00,1.617
07/04/2019,22:00,2.132
07/04/2019,23:00,2.88
08/04/2019,0:00,3.665
08/04/2019,1:00,4.278
08/04/2019,2:00,4.558
08/04/2019,3:00,4.431
08/04/2019,4:00,3.915
08/04/2019,5:00,3.125
08/04/2019,6:00,2.242
08/04/2019,7:00,1.466
08/04/2019,8:00,0.965
08/04/2019,9:00,0.85
08/04/2019,10:00,1.146
08/04/2019,11:00,1.774
08/04/2019,12:00,2.565
08/04/2019,13:00,3.317
08/04/2019,14:00,3.845
08/04/2019,15:00,4.027
08/04/2019,16:00,3.825
08/04/2019,17:00,3.316
08/04/2019,18:00,2.668
